health	/health	1	0.778517
health	/health	2	0.728956
health	/health	3	0.734409
health	/health	4	0.792132
health	/health	5	0.757924
health	/health	6	0.796496
health	/health	7	0.827421
health	/health	8	0.826878
health	/health	9	0.797222
health	/health	10	0.726092
health	/health	11	0.818909
health	/health	12	0.740167
health	/health	13	0.735581
health	/health	14	0.734890
health	/health	15	0.733568
meta	/meta	1	5.378007
meta	/meta	2	5.448570
meta	/meta	3	5.586213
meta	/meta	4	5.461538
meta	/meta	5	5.544458
meta	/meta	6	5.262227
meta	/meta	7	5.398870
meta	/meta	8	5.585006
meta	/meta	9	5.738796
meta	/meta	10	5.392103
meta	/meta	11	6.278885
meta	/meta	12	5.335935
meta	/meta	13	5.329802
meta	/meta	14	5.459811
meta	/meta	15	5.360490
community_feed	/api/v1/community/feed?limit=5	1	0.800096
community_feed	/api/v1/community/feed?limit=5	2	0.734059
community_feed	/api/v1/community/feed?limit=5	3	0.791765
community_feed	/api/v1/community/feed?limit=5	4	0.804278
community_feed	/api/v1/community/feed?limit=5	5	0.731003
community_feed	/api/v1/community/feed?limit=5	6	0.718284
community_feed	/api/v1/community/feed?limit=5	7	0.839666
community_feed	/api/v1/community/feed?limit=5	8	0.821783
community_feed	/api/v1/community/feed?limit=5	9	0.730180
community_feed	/api/v1/community/feed?limit=5	10	0.791856
community_feed	/api/v1/community/feed?limit=5	11	0.785850
community_feed	/api/v1/community/feed?limit=5	12	0.801662
community_feed	/api/v1/community/feed?limit=5	13	0.828940
community_feed	/api/v1/community/feed?limit=5	14	0.799673
community_feed	/api/v1/community/feed?limit=5	15	0.796891
discover_orders	/api/v1/discover/orders?limit=5	1	0.740955
discover_orders	/api/v1/discover/orders?limit=5	2	0.901888
discover_orders	/api/v1/discover/orders?limit=5	3	0.788643
discover_orders	/api/v1/discover/orders?limit=5	4	0.808751
discover_orders	/api/v1/discover/orders?limit=5	5	0.819704
discover_orders	/api/v1/discover/orders?limit=5	6	0.814554
discover_orders	/api/v1/discover/orders?limit=5	7	0.724500
discover_orders	/api/v1/discover/orders?limit=5	8	0.786432
discover_orders	/api/v1/discover/orders?limit=5	9	0.783407
discover_orders	/api/v1/discover/orders?limit=5	10	0.737303
discover_orders	/api/v1/discover/orders?limit=5	11	0.823058
discover_orders	/api/v1/discover/orders?limit=5	12	0.719744
discover_orders	/api/v1/discover/orders?limit=5	13	0.784082
discover_orders	/api/v1/discover/orders?limit=5	14	0.731296
discover_orders	/api/v1/discover/orders?limit=5	15	0.714573
market_provider_listings	/api/v1/market/provider/listings?limit=5	1	0.781082
market_provider_listings	/api/v1/market/provider/listings?limit=5	2	1.004572
market_provider_listings	/api/v1/market/provider/listings?limit=5	3	0.783931
market_provider_listings	/api/v1/market/provider/listings?limit=5	4	0.786802
market_provider_listings	/api/v1/market/provider/listings?limit=5	5	0.784549
market_provider_listings	/api/v1/market/provider/listings?limit=5	6	0.789600
market_provider_listings	/api/v1/market/provider/listings?limit=5	7	0.826445
market_provider_listings	/api/v1/market/provider/listings?limit=5	8	0.733200
market_provider_listings	/api/v1/market/provider/listings?limit=5	9	0.717901
market_provider_listings	/api/v1/market/provider/listings?limit=5	10	0.737341
market_provider_listings	/api/v1/market/provider/listings?limit=5	11	1.507500
market_provider_listings	/api/v1/market/provider/listings?limit=5	12	0.739410
market_provider_listings	/api/v1/market/provider/listings?limit=5	13	0.841689
market_provider_listings	/api/v1/market/provider/listings?limit=5	14	0.842347
market_provider_listings	/api/v1/market/provider/listings?limit=5	15	0.797669
guides	/api/v1/guides?limit=5	1	1.251454
guides	/api/v1/guides?limit=5	2	0.772835
guides	/api/v1/guides?limit=5	3	0.785799
guides	/api/v1/guides?limit=5	4	0.824982
guides	/api/v1/guides?limit=5	5	0.844324
guides	/api/v1/guides?limit=5	6	0.716391
guides	/api/v1/guides?limit=5	7	0.722486
guides	/api/v1/guides?limit=5	8	0.714444
guides	/api/v1/guides?limit=5	9	0.782625
guides	/api/v1/guides?limit=5	10	0.778544
guides	/api/v1/guides?limit=5	11	0.716989
guides	/api/v1/guides?limit=5	12	0.988548
guides	/api/v1/guides?limit=5	13	0.729642
guides	/api/v1/guides?limit=5	14	0.813506
guides	/api/v1/guides?limit=5	15	0.813674
campaign_surface	/api/v1/official/cold-start/surfaces/home	1	0.801142
campaign_surface	/api/v1/official/cold-start/surfaces/home	2	0.801981
campaign_surface	/api/v1/official/cold-start/surfaces/home	3	0.775085
campaign_surface	/api/v1/official/cold-start/surfaces/home	4	0.877260
campaign_surface	/api/v1/official/cold-start/surfaces/home	5	0.814444
campaign_surface	/api/v1/official/cold-start/surfaces/home	6	0.818365
campaign_surface	/api/v1/official/cold-start/surfaces/home	7	0.837200
campaign_surface	/api/v1/official/cold-start/surfaces/home	8	0.739676
campaign_surface	/api/v1/official/cold-start/surfaces/home	9	0.728801
campaign_surface	/api/v1/official/cold-start/surfaces/home	10	0.829453
campaign_surface	/api/v1/official/cold-start/surfaces/home	11	0.829155
campaign_surface	/api/v1/official/cold-start/surfaces/home	12	0.826179
campaign_surface	/api/v1/official/cold-start/surfaces/home	13	0.736618
campaign_surface	/api/v1/official/cold-start/surfaces/home	14	0.737362
campaign_surface	/api/v1/official/cold-start/surfaces/home	15	0.811261
