health	/health	1	0.773150
health	/health	2	0.713232
health	/health	3	0.778934
health	/health	4	0.807214
health	/health	5	0.816581
health	/health	6	0.804861
health	/health	7	0.713450
health	/health	8	0.709439
health	/health	9	0.819248
health	/health	10	0.803042
health	/health	11	0.773792
health	/health	12	0.786092
health	/health	13	0.773693
health	/health	14	0.707543
health	/health	15	0.838443
meta	/meta	1	5.487383
meta	/meta	2	5.604333
meta	/meta	3	5.447349
meta	/meta	4	5.919652
meta	/meta	5	5.371835
meta	/meta	6	5.348608
meta	/meta	7	5.265405
meta	/meta	8	5.633501
meta	/meta	9	5.712299
meta	/meta	10	5.415256
meta	/meta	11	5.851024
meta	/meta	12	5.286562
meta	/meta	13	5.513285
meta	/meta	14	5.374699
meta	/meta	15	5.260679
community_feed	/api/v1/community/feed?limit=5	1	0.722054
community_feed	/api/v1/community/feed?limit=5	2	0.782384
community_feed	/api/v1/community/feed?limit=5	3	0.781274
community_feed	/api/v1/community/feed?limit=5	4	0.779692
community_feed	/api/v1/community/feed?limit=5	5	0.794178
community_feed	/api/v1/community/feed?limit=5	6	0.777943
community_feed	/api/v1/community/feed?limit=5	7	0.816494
community_feed	/api/v1/community/feed?limit=5	8	0.725496
community_feed	/api/v1/community/feed?limit=5	9	0.788158
community_feed	/api/v1/community/feed?limit=5	10	0.791566
community_feed	/api/v1/community/feed?limit=5	11	0.720461
community_feed	/api/v1/community/feed?limit=5	12	0.809487
community_feed	/api/v1/community/feed?limit=5	13	0.718892
community_feed	/api/v1/community/feed?limit=5	14	0.778855
community_feed	/api/v1/community/feed?limit=5	15	0.785577
discover_orders	/api/v1/discover/orders?limit=5	1	0.807094
discover_orders	/api/v1/discover/orders?limit=5	2	0.806325
discover_orders	/api/v1/discover/orders?limit=5	3	0.710918
discover_orders	/api/v1/discover/orders?limit=5	4	0.713340
discover_orders	/api/v1/discover/orders?limit=5	5	0.813864
discover_orders	/api/v1/discover/orders?limit=5	6	0.711081
discover_orders	/api/v1/discover/orders?limit=5	7	0.713883
discover_orders	/api/v1/discover/orders?limit=5	8	0.771277
discover_orders	/api/v1/discover/orders?limit=5	9	0.812669
discover_orders	/api/v1/discover/orders?limit=5	10	0.707839
discover_orders	/api/v1/discover/orders?limit=5	11	0.714767
discover_orders	/api/v1/discover/orders?limit=5	12	0.774778
discover_orders	/api/v1/discover/orders?limit=5	13	0.773591
discover_orders	/api/v1/discover/orders?limit=5	14	0.718354
discover_orders	/api/v1/discover/orders?limit=5	15	0.808095
market_provider_listings	/api/v1/market/provider/listings?limit=5	1	0.787742
market_provider_listings	/api/v1/market/provider/listings?limit=5	2	0.816820
market_provider_listings	/api/v1/market/provider/listings?limit=5	3	0.810791
market_provider_listings	/api/v1/market/provider/listings?limit=5	4	0.786039
market_provider_listings	/api/v1/market/provider/listings?limit=5	5	0.818520
market_provider_listings	/api/v1/market/provider/listings?limit=5	6	0.715011
market_provider_listings	/api/v1/market/provider/listings?limit=5	7	0.782229
market_provider_listings	/api/v1/market/provider/listings?limit=5	8	0.814988
market_provider_listings	/api/v1/market/provider/listings?limit=5	9	0.819873
market_provider_listings	/api/v1/market/provider/listings?limit=5	10	0.716242
market_provider_listings	/api/v1/market/provider/listings?limit=5	11	0.718057
market_provider_listings	/api/v1/market/provider/listings?limit=5	12	0.792698
market_provider_listings	/api/v1/market/provider/listings?limit=5	13	0.780774
market_provider_listings	/api/v1/market/provider/listings?limit=5	14	0.813711
market_provider_listings	/api/v1/market/provider/listings?limit=5	15	0.816326
guides	/api/v1/guides?limit=5	1	0.776569
guides	/api/v1/guides?limit=5	2	0.770490
guides	/api/v1/guides?limit=5	3	0.809517
guides	/api/v1/guides?limit=5	4	0.817567
guides	/api/v1/guides?limit=5	5	0.769045
guides	/api/v1/guides?limit=5	6	0.707720
guides	/api/v1/guides?limit=5	7	0.805537
guides	/api/v1/guides?limit=5	8	0.732454
guides	/api/v1/guides?limit=5	9	0.809751
guides	/api/v1/guides?limit=5	10	0.772890
guides	/api/v1/guides?limit=5	11	0.813428
guides	/api/v1/guides?limit=5	12	0.716191
guides	/api/v1/guides?limit=5	13	0.807910
guides	/api/v1/guides?limit=5	14	0.766252
guides	/api/v1/guides?limit=5	15	0.779072
campaign_surface	/api/v1/official/cold-start/surfaces/home	1	0.791445
campaign_surface	/api/v1/official/cold-start/surfaces/home	2	0.778830
campaign_surface	/api/v1/official/cold-start/surfaces/home	3	0.713095
campaign_surface	/api/v1/official/cold-start/surfaces/home	4	0.779485
campaign_surface	/api/v1/official/cold-start/surfaces/home	5	0.784560
campaign_surface	/api/v1/official/cold-start/surfaces/home	6	0.774797
campaign_surface	/api/v1/official/cold-start/surfaces/home	7	0.731760
campaign_surface	/api/v1/official/cold-start/surfaces/home	8	0.816883
campaign_surface	/api/v1/official/cold-start/surfaces/home	9	0.808794
campaign_surface	/api/v1/official/cold-start/surfaces/home	10	0.775748
campaign_surface	/api/v1/official/cold-start/surfaces/home	11	0.837331
campaign_surface	/api/v1/official/cold-start/surfaces/home	12	0.816717
campaign_surface	/api/v1/official/cold-start/surfaces/home	13	0.714683
campaign_surface	/api/v1/official/cold-start/surfaces/home	14	0.781923
campaign_surface	/api/v1/official/cold-start/surfaces/home	15	0.783654
